customer_id,kmeans_cluster
15855,3.0
31422,0.0
39993,2.0
23180,1.0
21865,0.0
11730,5.0
48982,6.0
41519,7.0
39062,3.0
957,0.0
11773,1.0
14371,5.0
21282,0.0
47970,2.0
11625,3.0
15859,3.0
43757,2.0
32179,1.0
38221,0.0
49324,5.0
23398,1.0
46236,2.0
46097,6.0
36410,2.0
47119,6.0
45520,6.0
45010,5.0
4218,0.0
33405,6.0
21927,0.0
20927,0.0
14094,1.0
31494,0.0
43014,6.0
48409,6.0
3054,1.0
16179,1.0
27983,2.0
45444,2.0
47479,6.0
7623,0.0
905,0.0
1029,5.0
44109,6.0
49598,2.0
10697,1.0
33619,2.0
40101,6.0
9687,3.0
19037,1.0
7027,0.0
10399,0.0
29146,2.0
20342,1.0
19823,0.0
13334,0.0
17408,3.0
2541,0.0
15319,5.0
22957,1.0
27687,5.0
23036,1.0
33400,2.0
27657,4.0
44933,2.0
36428,1.0
16946,0.0
35063,5.0
24769,0.0
44224,5.0
25739,2.0
44391,6.0
10577,0.0
22042,3.0
6631,5.0
47640,2.0
39194,2.0
21170,4.0
45863,6.0
39079,6.0
28363,6.0
5406,3.0
5608,0.0
43608,6.0
671,1.0
24233,0.0
14485,5.0
30564,2.0
12023,0.0
2522,0.0
26021,6.0
22850,2.0
12820,5.0
5987,0.0
25084,5.0
36405,1.0
30240,6.0
16069,0.0
45259,2.0
17146,1.0
34458,0.0
3436,1.0
33292,0.0
6992,0.0
38492,2.0
26860,0.0
19192,0.0
20367,0.0
8703,1.0
41183,2.0
45227,2.0
15452,3.0
31679,0.0
10199,3.0
22376,6.0
12971,4.0
5641,0.0
32102,6.0
34800,2.0
36923,6.0
3405,5.0
46369,5.0
198,3.0
35098,0.0
15871,0.0
4177,0.0
13948,1.0
46803,6.0
11930,5.0
1714,1.0
28762,6.0
35113,6.0
36693,2.0
12049,3.0
13065,3.0
11720,1.0
41057,6.0
18713,3.0
36483,6.0
37986,5.0
8080,1.0
30987,0.0
35982,2.0
43959,2.0
37719,2.0
18802,3.0
4375,1.0
12573,1.0
29531,3.0
15235,0.0
2902,0.0
7269,1.0
44724,2.0
27263,6.0
17246,0.0
25549,2.0
43151,6.0
29662,0.0
33166,6.0
2803,1.0
45907,5.0
9242,0.0
27355,0.0
887,0.0
25747,1.0
19852,3.0
46939,5.0
27533,2.0
42980,4.0
12934,1.0
154,5.0
19334,0.0
14022,4.0
25516,1.0
46588,6.0
9922,0.0
6005,0.0
2423,0.0
22522,3.0
15685,5.0
44350,2.0
36625,1.0
18709,5.0
39297,2.0
39494,6.0
8368,0.0
16299,1.0
27799,0.0
36846,5.0
46770,5.0
47535,6.0
25466,1.0
41971,5.0
3038,0.0
12719,3.0
38430,4.0
37942,0.0
36306,1.0
16024,3.0
40473,2.0
39686,0.0
21157,1.0
34757,0.0
22979,0.0
16810,0.0
36746,4.0
48008,5.0
48276,6.0
10305,3.0
35954,2.0
40825,6.0
19897,0.0
220,1.0
46736,6.0
30326,2.0
24612,1.0
46644,2.0
15052,0.0
27800,3.0
37835,2.0
14044,1.0
42927,6.0
32746,3.0
31174,0.0
19123,1.0
12773,1.0
1933,0.0
36451,3.0
41019,5.0
12352,1.0
2796,3.0
49097,6.0
22525,5.0
45831,2.0
22029,6.0
31462,5.0
2947,1.0
9681,5.0
19397,1.0
658,0.0
40840,6.0
38488,2.0
5272,0.0
41927,2.0
13136,1.0
29676,2.0
35654,2.0
21231,0.0
28833,0.0
49329,2.0
14451,0.0
17900,0.0
27107,2.0
48072,2.0
34535,2.0
28866,3.0
6122,0.0
5362,0.0
11783,2.0
2705,3.0
9609,0.0
25207,5.0
44218,4.0
24872,2.0
40628,2.0
21785,0.0
13343,3.0
25376,6.0
16976,0.0
45080,5.0
8189,3.0
4327,0.0
48823,5.0
7011,0.0
28826,5.0
37796,5.0
41076,7.0
17570,3.0
14813,0.0
44379,2.0
10405,0.0
32660,5.0
21320,3.0
8578,0.0
1433,3.0
32404,2.0
45046,6.0
6492,1.0
29630,6.0
3152,1.0
15950,1.0
24647,3.0
27313,5.0
15121,4.0
38269,6.0
47798,2.0
8323,3.0
25522,2.0
23882,2.0
5831,0.0
37087,2.0
38390,5.0
43863,2.0
7430,0.0
37258,2.0
23927,2.0
48961,2.0
13383,4.0
6155,0.0
49556,5.0
23111,0.0
42486,5.0
48673,5.0
13688,0.0
7476,1.0
19801,0.0
7026,1.0
36790,3.0
40270,6.0
1018,0.0
16445,0.0
27287,0.0
15449,4.0
1800,0.0
37484,6.0
32818,6.0
6126,0.0
9795,1.0
25767,1.0
38400,6.0
29671,1.0
17380,0.0
31659,3.0
3809,5.0
39393,6.0
28020,2.0
8249,1.0
25094,1.0
7648,3.0
41574,6.0
17703,0.0
43450,6.0
13318,3.0
41032,2.0
43301,5.0
11902,0.0
34609,5.0
10270,0.0
18400,0.0
35868,6.0
3311,5.0
34108,4.0
16772,0.0
42448,5.0
17303,2.0
22718,0.0
49848,6.0
25127,4.0
34811,2.0
27463,2.0
31185,2.0
48358,5.0
48520,4.0
15908,3.0
24211,0.0
6323,3.0
6287,1.0
9029,0.0
31261,0.0
30752,4.0
1297,3.0
27252,3.0
42385,5.0
43120,7.0
49025,4.0
20423,3.0
19002,0.0
11596,4.0
3832,1.0
44495,6.0
15044,1.0
8243,0.0
26667,5.0
6756,0.0
49432,4.0
7162,0.0
5034,3.0
22544,2.0
8850,0.0
26619,0.0
30780,2.0
7803,0.0
40008,6.0
44076,5.0
41430,2.0
45844,2.0
16575,1.0
1335,0.0
17356,5.0
42990,5.0
38698,5.0
16010,5.0
14163,0.0
26464,0.0
11302,5.0
41886,5.0
27034,1.0
6811,0.0
48173,6.0
32719,1.0
39684,2.0
18586,2.0
20271,0.0
28361,6.0
39528,2.0
27622,4.0
14562,1.0
4871,0.0
18003,5.0
15474,1.0
15290,0.0
9276,3.0
30750,1.0
18528,0.0
33437,2.0
6150,0.0
5912,3.0
8380,1.0
35663,6.0
29931,3.0
34991,2.0
5586,5.0
7545,1.0
35006,1.0
5248,3.0
11494,5.0
19483,1.0
9598,3.0
49044,5.0
21660,5.0
35636,5.0
27579,0.0
40771,6.0
30659,3.0
8007,0.0
17218,2.0
36544,6.0
31270,6.0
20445,5.0
20178,4.0
39236,5.0
33477,5.0
28719,3.0
37264,0.0
22211,1.0
18539,5.0
5508,0.0
34504,2.0
37713,2.0
46767,6.0
35398,2.0
12307,3.0
31384,0.0
22384,0.0
25390,5.0
11311,0.0
47785,2.0
22340,2.0
31587,2.0
2430,1.0
48196,5.0
49227,2.0
8701,3.0
5519,0.0
14429,1.0
36259,6.0
49137,2.0
4835,0.0
12945,1.0
48013,6.0
20962,6.0
14721,1.0
34579,2.0
6716,5.0
42886,5.0
38398,2.0
26648,0.0
3741,5.0
20204,3.0
9109,5.0
47269,2.0
1477,5.0
42128,6.0
7032,1.0
3647,7.0
44483,2.0
39006,5.0
48111,2.0
35959,2.0
11986,0.0
15324,1.0
27632,2.0
40099,2.0
17802,1.0
4608,0.0
16882,1.0
9083,0.0
42390,6.0
35290,2.0
18255,5.0
28105,2.0
20281,5.0
3197,0.0
9637,5.0
15736,3.0
36935,5.0
8222,5.0
13290,1.0
49830,2.0
8199,0.0
47813,2.0
9479,0.0
11429,0.0
10472,4.0
31307,6.0
42882,2.0
21481,1.0
1023,1.0
12302,1.0
47462,5.0
7008,0.0
30897,2.0
11990,3.0
43534,6.0
42171,6.0
43119,5.0
3540,1.0
4626,3.0
11823,0.0
43513,4.0
37869,2.0
28747,1.0
4501,0.0
45370,2.0
25463,5.0
44866,5.0
32531,6.0
2031,3.0
45336,2.0
11355,4.0
26243,2.0
11566,0.0
17604,0.0
5932,0.0
7120,1.0
2647,0.0
8822,0.0
20218,1.0
19395,2.0
22070,0.0
33522,2.0
33903,2.0
35609,2.0
24657,0.0
26646,0.0
49381,4.0
22329,2.0
33385,2.0
32171,2.0
5943,0.0
22460,0.0
23112,0.0
11175,0.0
5963,3.0
14922,3.0
4064,5.0
11320,0.0
25003,1.0
9202,3.0
32812,6.0
14307,1.0
29399,5.0
46356,2.0
22848,3.0
13118,3.0
14045,4.0
30790,5.0
39300,2.0
30512,4.0
28903,5.0
9924,1.0
41181,5.0
13474,1.0
30138,2.0
8167,0.0
32340,5.0
28085,1.0
2389,0.0
25154,4.0
6285,5.0
15040,0.0
33488,2.0
17901,2.0
47032,6.0
19500,2.0
34416,2.0
21250,0.0
1155,3.0
16217,3.0
36342,6.0
10450,5.0
40445,2.0
19986,1.0
29909,2.0
14747,2.0
10455,3.0
45325,6.0
27169,0.0
7206,0.0
45891,5.0
15651,3.0
23321,3.0
31052,3.0
49782,5.0
29825,7.0
12576,5.0
27730,2.0
15715,3.0
29798,2.0
15600,3.0
48307,6.0
34514,2.0
7267,0.0
1099,1.0
3282,0.0
14062,5.0
13441,3.0
3480,1.0
36488,1.0
20062,0.0
15705,3.0
36535,0.0
39951,6.0
6628,5.0
10750,0.0
30328,6.0
22585,1.0
2634,1.0
39323,2.0
33872,0.0
1381,0.0
10510,3.0
18579,3.0
9196,3.0
27227,4.0
45103,6.0
42384,2.0
36048,6.0
18589,3.0
12834,0.0
13277,5.0
47520,6.0
737,0.0
23385,0.0
2041,3.0
42657,5.0
45410,5.0
19130,2.0
12872,0.0
19679,0.0
28259,1.0
43658,5.0
37725,2.0
26460,6.0
16403,5.0
21042,0.0
47142,6.0
17049,5.0
27494,2.0
28370,1.0
47481,2.0
2604,1.0
15344,0.0
17929,0.0
23873,0.0
27539,0.0
47321,6.0
32165,6.0
10888,0.0
1447,1.0
28228,6.0
16151,5.0
23951,5.0
12139,0.0
7279,0.0
32707,0.0
44452,2.0
10104,0.0
4508,1.0
2147,1.0
40522,4.0
39396,6.0
37164,5.0
20243,0.0
44086,6.0
287,0.0
2167,0.0
22758,0.0
45233,6.0
27280,2.0
39052,6.0
41285,5.0
12035,3.0
12048,5.0
22232,0.0
24623,0.0
24849,0.0
29165,0.0
2469,0.0
20283,0.0
34474,3.0
37738,5.0
19647,3.0
20933,2.0
18596,3.0
30687,2.0
28392,2.0
10921,0.0
40685,6.0
30657,1.0
29754,3.0
48012,5.0
8003,0.0
43998,2.0
28504,2.0
23041,5.0
27944,5.0
38580,6.0
34450,2.0
12376,0.0
24170,0.0
3068,3.0
44668,6.0
37409,3.0
977,0.0
27491,1.0
41550,6.0
17358,1.0
43570,6.0
25124,0.0
28246,1.0
26926,2.0
38163,2.0
8192,0.0
7670,0.0
7772,1.0
28409,1.0
30016,1.0
46730,6.0
29305,1.0
6390,1.0
29406,4.0
39540,2.0
6552,3.0
42668,6.0
22162,1.0
14996,5.0
3547,3.0
6625,0.0
9270,0.0
8017,5.0
40654,6.0
25794,2.0
19789,0.0
9854,0.0
9104,1.0
5186,3.0
45016,6.0
2712,0.0
1247,5.0
26147,0.0
11066,3.0
6432,0.0
47881,5.0
24418,0.0
2574,0.0
5945,1.0
15901,1.0
25206,1.0
4456,3.0
41254,6.0
35586,6.0
45782,6.0
46657,6.0
43317,2.0
12803,3.0
19944,5.0
7512,0.0
16603,0.0
49786,2.0
30024,2.0
6977,3.0
15493,0.0
14527,0.0
25699,0.0
34807,2.0
12865,3.0
15896,4.0
43960,6.0
21139,2.0
10634,0.0
12451,3.0
8355,0.0
10409,3.0
33986,4.0
26588,2.0
40527,2.0
7581,0.0
38543,2.0
16020,3.0
32513,5.0
3055,0.0
42495,2.0
1263,1.0
35433,0.0
33624,6.0
2998,1.0
36512,0.0
1092,3.0
19635,5.0
62,0.0
22196,4.0
35666,6.0
20287,4.0
14221,2.0
44184,2.0
5954,0.0
35946,0.0
39830,1.0
24680,5.0
26737,2.0
21884,2.0
24335,0.0
11443,0.0
23866,3.0
7466,0.0
15446,1.0
30116,6.0
15197,1.0
32683,1.0
49055,5.0
31128,4.0
4455,0.0
45228,2.0
31563,0.0
39003,5.0
39573,5.0
44035,2.0
26455,1.0
1031,0.0
22949,6.0
7049,3.0
35233,2.0
8303,3.0
29053,0.0
34699,5.0
48976,5.0
42719,2.0
33489,6.0
40643,6.0
32553,4.0
12473,1.0
8119,0.0
9531,0.0
26567,1.0
13872,1.0
21845,0.0
35534,0.0
16721,3.0
40613,2.0
11281,1.0
7312,5.0
40016,6.0
20379,0.0
15893,0.0
45629,5.0
19450,0.0
4210,1.0
42457,4.0
31097,5.0
19644,5.0
6410,3.0
48241,4.0
38863,4.0
33795,2.0
12120,1.0
16166,1.0
42580,2.0
16212,4.0
7967,0.0
27362,6.0
637,7.0
34753,5.0
16654,2.0
524,5.0
25915,5.0
34993,0.0
21021,3.0
16620,3.0
23776,5.0
10515,1.0
6501,3.0
7953,5.0
42439,2.0
45908,2.0
35898,2.0
49873,2.0
21877,1.0
44395,6.0
31537,2.0
6836,0.0
22210,0.0
39183,0.0
14117,0.0
10161,0.0
25625,2.0
18861,0.0
5547,0.0
18942,1.0
6303,0.0
46891,6.0
2303,3.0
28946,0.0
46437,2.0
15256,1.0
22356,7.0
38927,5.0
31464,6.0
31925,6.0
17876,5.0
9417,0.0
35412,5.0
36399,0.0
23965,1.0
17281,1.0
40780,5.0
26041,3.0
20667,5.0
8494,5.0
31716,4.0
39758,2.0
18849,0.0
21237,3.0
43643,2.0
24508,0.0
13486,2.0
49193,6.0
38421,1.0
13031,3.0
38153,2.0
41389,6.0
46407,6.0
34244,0.0
17838,0.0
13267,0.0
26821,0.0
42435,2.0
39210,6.0
30672,1.0
31024,5.0
21756,3.0
18353,1.0
3659,5.0
12853,0.0
41042,2.0
33780,1.0
23569,4.0
14144,0.0
29889,1.0
15117,1.0
42098,6.0
18678,3.0
31680,0.0
39571,5.0
36943,6.0
49956,2.0
46923,2.0
41288,6.0
37843,5.0
15678,4.0
33640,3.0
1691,3.0
35653,2.0
38935,2.0
18558,1.0
33811,4.0
40679,2.0
3694,1.0
6618,3.0
20108,0.0
2455,1.0
14251,5.0
8986,5.0
39486,6.0
35703,2.0
42760,2.0
15005,4.0
32688,2.0
3143,0.0
45570,2.0
42825,2.0
23198,5.0
2060,0.0
213,5.0
4579,3.0
32079,6.0
45838,6.0
16401,0.0
46404,6.0
22608,2.0
5274,3.0
22565,0.0
46518,2.0
46326,6.0
30192,2.0
19446,4.0
44381,6.0
38494,6.0
29309,0.0
44718,2.0
10655,1.0
35583,6.0
36215,5.0
14903,0.0
19979,5.0
23899,0.0
14241,0.0
33844,2.0
34345,2.0
23232,0.0
37371,5.0
11283,0.0
941,3.0
8328,0.0
27012,3.0
35824,2.0
23816,4.0
16940,0.0
15309,0.0
44680,2.0
12888,5.0
48130,5.0
31353,0.0
33843,6.0
2913,0.0
30368,0.0
8105,0.0
35552,5.0
10301,0.0
24330,0.0
43951,2.0
44892,4.0
1041,0.0
3889,1.0
8619,0.0
3142,0.0
6364,1.0
26702,1.0
27870,5.0
44444,6.0
10157,1.0
40239,2.0
1588,3.0
15652,3.0
18743,5.0
27065,0.0
29486,6.0
45639,5.0
21114,4.0
43718,6.0
43422,2.0
37833,0.0
15954,1.0
6029,0.0
14888,0.0
47398,6.0
5856,3.0
20149,3.0
2711,0.0
10955,5.0
39298,2.0
10551,3.0
26055,1.0
25243,0.0
34031,2.0
5910,1.0
37456,5.0
10109,3.0
19300,0.0
32273,3.0
45429,2.0
27812,6.0
20127,0.0
30990,2.0
38070,3.0
11470,0.0
4237,5.0
1320,3.0
10401,3.0
22577,1.0
30566,2.0
17205,2.0
16053,0.0
31020,1.0
30986,5.0
41916,6.0
30677,6.0
28328,0.0
25919,7.0
3507,0.0
36268,4.0
1709,0.0
16454,0.0
11874,3.0
33965,2.0
36507,2.0
46254,6.0
30748,0.0
5861,3.0
42923,6.0
40943,5.0
25165,3.0
37338,6.0
28736,2.0
29374,2.0
3454,1.0
22212,2.0
8218,0.0
25615,6.0
17651,1.0
45741,6.0
44916,2.0
29168,5.0
8873,1.0
25107,2.0
11095,0.0
21859,3.0
40200,5.0
22304,3.0
46394,6.0
29822,6.0
43502,6.0
7703,5.0
4858,1.0
25371,0.0
21539,1.0
16804,3.0
30262,5.0
25757,6.0
5389,0.0
6973,0.0
6031,3.0
15477,4.0
13245,4.0
34042,0.0
33163,4.0
35242,4.0
45261,2.0
2432,0.0
18072,2.0
4546,1.0
11511,4.0
29908,3.0
8413,5.0
24572,1.0
28880,5.0
15131,1.0
36398,0.0
41627,2.0
4026,3.0
41342,2.0
39112,5.0
1921,1.0
46807,2.0
14842,0.0
14683,5.0
16921,0.0
34776,1.0
26072,2.0
4071,0.0
39722,0.0
12950,1.0
47055,2.0
31290,6.0
2620,0.0
33835,5.0
39492,5.0
24310,2.0
22583,0.0
31341,5.0
8717,5.0
28415,6.0
36812,6.0
37049,6.0
43841,6.0
8742,0.0
19751,1.0
49579,6.0
180,5.0
37400,0.0
11722,1.0
377,0.0
23595,1.0
45209,2.0
40397,2.0
42509,5.0
41776,6.0
24747,5.0
36678,2.0
44798,5.0
16444,0.0
17763,7.0
30331,0.0
15577,3.0
2909,0.0
29371,0.0
42757,2.0
8582,0.0
6153,7.0
46332,2.0
15513,0.0
6907,1.0
40014,6.0
47218,6.0
34490,2.0
338,0.0
33552,6.0
17345,1.0
10163,3.0
24615,2.0
11403,3.0
41899,2.0
42968,4.0
27841,2.0
34785,2.0
19047,0.0
46149,2.0
6533,3.0
37051,2.0
16707,1.0
11297,1.0
43618,6.0
40810,6.0
9232,0.0
1701,3.0
47101,2.0
20150,0.0
49781,6.0
13772,5.0
1793,0.0
216,1.0
47368,6.0
23528,1.0
33063,5.0
10564,0.0
15911,3.0
26881,5.0
7875,1.0
10098,0.0
39920,6.0
38316,2.0
26163,0.0
17778,3.0
11871,0.0
3928,1.0
44093,2.0
20432,1.0
38191,2.0
5692,5.0
11451,1.0
15437,0.0
19019,0.0
25986,6.0
15475,0.0
20424,0.0
14368,2.0
27040,2.0
39711,6.0
13683,1.0
38670,2.0
39331,2.0
17676,0.0
147,1.0
17016,0.0
4047,1.0
45822,2.0
32506,1.0
31107,2.0
46415,6.0
15301,5.0
31546,0.0
40556,2.0
29482,6.0
17566,3.0
43233,6.0
23748,0.0
46959,6.0
11620,5.0
26882,0.0
40128,5.0
31651,2.0
34423,2.0
37368,5.0
29341,5.0
30393,0.0
20382,0.0
44273,6.0
32402,6.0
4385,0.0
21559,0.0
44177,2.0
42349,5.0
16086,0.0
39350,6.0
19006,1.0
42044,6.0
24954,5.0
25153,6.0
10418,0.0
29690,2.0
798,1.0
21857,0.0
49901,6.0
48649,6.0
49122,4.0
47678,5.0
37186,0.0
39584,5.0
28245,3.0
28684,5.0
26273,6.0
39212,0.0
19245,5.0
12346,3.0
17479,3.0
7626,0.0
38702,6.0
2629,0.0
1629,1.0
27528,6.0
43498,6.0
17861,0.0
30668,2.0
37068,0.0
5019,7.0
40545,6.0
28750,3.0
17415,5.0
46857,5.0
11058,0.0
8263,0.0
26297,1.0
36517,5.0
23717,0.0
32614,6.0
37353,5.0
44425,6.0
46598,5.0
43336,2.0
32470,6.0
13020,0.0
13327,3.0
18568,0.0
24620,5.0
28416,3.0
8396,0.0
19708,3.0
7889,3.0
773,3.0
14086,3.0
42855,7.0
161,0.0
44607,2.0
34854,3.0
23128,3.0
27840,3.0
13062,0.0
46619,2.0
24131,0.0
22852,3.0
44289,2.0
33402,2.0
25856,3.0
1611,0.0
11877,3.0
48686,6.0
14201,0.0
30249,0.0
38436,6.0
43517,6.0
16193,1.0
35135,2.0
37728,0.0
22992,3.0
25950,0.0
15611,5.0
17339,4.0
24998,3.0
37404,1.0
8293,7.0
8581,0.0
8419,5.0
44046,6.0
27553,2.0
46851,6.0
21972,1.0
16526,0.0
1299,5.0
1848,0.0
12603,0.0
3368,1.0
19874,5.0
6731,1.0
15506,0.0
42045,4.0
39324,2.0
43300,5.0
46713,2.0
6514,5.0
17059,3.0
13995,0.0
16303,4.0
29577,3.0
48365,6.0
45744,5.0
21528,0.0
19484,3.0
3058,5.0
13294,1.0
2038,1.0
27695,1.0
45116,6.0
24517,0.0
33142,2.0
15222,0.0
13904,5.0
46111,5.0
24383,0.0
31457,1.0
36281,0.0
35360,1.0
24859,1.0
43516,6.0
15915,5.0
5602,5.0
26335,2.0
18926,5.0
30242,2.0
24685,3.0
23331,5.0
24742,2.0
22716,0.0
22288,6.0
49210,5.0
5004,3.0
10,1.0
2086,0.0
8187,0.0
44281,2.0
11229,0.0
45386,6.0
1195,0.0
17432,0.0
2287,0.0
35696,0.0
11687,5.0
779,0.0
49847,2.0
41149,6.0
25958,5.0
12833,3.0
7892,3.0
39337,2.0
20698,0.0
29617,6.0
16887,0.0
25115,0.0
40183,5.0
27790,0.0
46930,6.0
4796,1.0
9233,0.0
537,1.0
45995,5.0
12666,1.0
23415,2.0
17653,2.0
26653,6.0
37149,1.0
26847,2.0
427,0.0
37018,0.0
8543,1.0
23763,1.0
7995,1.0
33336,6.0
4721,1.0
39564,2.0
17018,1.0
44532,2.0
23175,0.0
19183,3.0
36309,2.0
42481,2.0
35831,6.0
22143,0.0
44757,7.0
25146,1.0
14630,1.0
26665,1.0
13403,1.0
34336,5.0
11023,4.0
40747,6.0
29322,6.0
20247,1.0
3810,1.0
23559,0.0
43020,2.0
35045,2.0
6017,1.0
1124,0.0
1140,1.0
25328,2.0
5697,0.0
21575,1.0
41779,6.0
25873,1.0
24943,5.0
24492,2.0
31152,0.0
22267,0.0
48262,6.0
32687,6.0
15515,3.0
3048,1.0
35732,6.0
40188,2.0
26174,1.0
39369,1.0
44162,6.0
24477,0.0
24069,0.0
32480,0.0
36838,0.0
3280,0.0
22484,5.0
25257,0.0
16258,5.0
3260,5.0
37943,6.0
18319,1.0
49004,2.0
21397,5.0
2025,3.0
2708,0.0
35145,6.0
40896,5.0
31782,2.0
25227,0.0
31225,2.0
35020,2.0
8001,3.0
6678,1.0
41700,5.0
21850,3.0
16510,0.0
8924,3.0
19243,5.0
26791,5.0
32934,0.0
20643,0.0
14432,1.0
33372,2.0
12530,0.0
38695,6.0
34392,2.0
18146,0.0
37802,0.0
160,3.0
18670,0.0
29029,2.0
33800,6.0
41708,2.0
27358,2.0
21661,1.0
2475,5.0
10734,1.0
25147,1.0
6939,0.0
24668,5.0
33117,0.0
14976,1.0
22881,0.0
47118,2.0
47954,6.0
39511,5.0
5063,5.0
18306,1.0
31164,5.0
17272,1.0
49209,6.0
2759,3.0
7899,1.0
12667,5.0
6482,5.0
23309,0.0
49842,6.0
16529,7.0
22082,4.0
9780,3.0
10804,4.0
649,3.0
41875,2.0
34187,0.0
28820,2.0
17770,3.0
37421,6.0
15099,3.0
49554,5.0
21531,5.0
26265,5.0
34764,6.0
48163,6.0
2087,0.0
45634,2.0
9255,0.0
31987,5.0
35687,2.0
16473,5.0
32985,2.0
39327,0.0
34773,1.0
47754,5.0
46135,5.0
23991,3.0
25039,1.0
36080,5.0
45066,5.0
43279,2.0
33915,4.0
421,1.0
47631,6.0
2314,3.0
38237,6.0
20813,3.0
27208,3.0
33355,6.0
43167,6.0
3703,3.0
2673,3.0
18351,0.0
1160,0.0
3073,5.0
31202,5.0
16552,1.0
23878,3.0
27294,0.0
32093,6.0
10223,1.0
21418,6.0
12146,1.0
3266,3.0
6384,5.0
44007,2.0
43979,2.0
10138,1.0
29014,0.0
839,5.0
17857,2.0
46811,4.0
527,1.0
34172,0.0
2551,0.0
22548,5.0
12587,5.0
22996,0.0
37572,0.0
1616,0.0
23429,6.0
18098,5.0
11134,0.0
11155,1.0
46461,6.0
41154,6.0
40166,5.0
5758,0.0
447,0.0
18542,0.0
43409,6.0
31929,2.0
29806,5.0
39303,1.0
